Page ID,Page name,Disclaimer,Amount spent (MYR)
756866374513941,Gombak TV,Gombak TV,≤100
107382207626058,R.Yuneswaran,Yuneswaran A/L Ramaraj,≤100
262044791166,TV3 Malaysia,These ads ran without a disclaimer,≤100
100844041862257,Suhaimi Haji Nasir - Page,Suhaimi Haji Nasir - Page,≤100
1601785636742847,Muhammad Faiz Fadzil,Wan Abdul Rahim Bin Wan Ismail,≤100
112804560089619,GCapital,These ads ran without a disclaimer,≤100
103650461352854,Persepsi Tambun,Ewan Shazwan,≤100
268449016963314,Azizul Kama Abd Aziz,Azizul Kama Abd Aziz,≤100
159556865294,Nik Nazmi,Nik Nazmi,≤100
107630218193564,Aku Budak Muar,These ads ran without a disclaimer,≤100
112263175029588,BN Commss Puchong,Mohd Azlan Bin Ali,≤100
768435539896684,TVS,TVS,≤100
102357589367290,Sahabat Armishah DAS,Hairi Bin Salim,≤100
442096865966118,Agenda Massa,Suara.TV,≤100
220184671413873,Kementerian Pengajian Tinggi,KEMENTERIAN PENGAJIAN TINGGI,≤100
1635765436639544,Wan Rosdy bin Wan Ismail,These ads ran without a disclaimer,≤100
105478775690881,Support Deepak PRU15,Gwi Terk Chern,≤100
103117404929533,九鹿小說,These ads ran without a disclaimer,≤100
401340596873929,The True Net,Yoke Har Ng,≤100
101861016072221,Muhammad Danial Abdul Majeed,Ikatan Demokratik Malaysia (Malaysia United Democratic Alliance),≤100
637104136332122,The Malaysian Reserve,Media Mulia Sdn Bhd,≤100
1866881650069313,Minyak Masak Kijang Gold,These ads ran without a disclaimer,≤100
149208308580838,Fuziah Salleh,Keadilan Rakyat,≤100
144912392365553,Dato' Ahmad Yakob,Unit Komunikasi Menteri Besar,≤100
500765600118362,CITYPlus,CITYPlus,≤100
338227442759,Capital Dynamics,These ads ran without a disclaimer,≤100
281731535230769,Hemmersbach,These ads ran without a disclaimer,≤100
100601478794003,Bakri Jamaluddin,Bakri Jamaluddin,≤100
107504598815702,Dato Sri Chandra Balabedha,These ads ran without a disclaimer,≤100
